COUNTY,LAT,LONG,POPULATION,STATE,STATE_ABBREVIATION
Garfield,41.9565643,-99.1559562,147,Nebraska,NE
Garfield,36.280361,-98.0628705,3767,Oklahoma,OK
Garfield,37.6406011,-112.4307717,373,Utah,UT
Garfield,46.4277345,-117.5653877,144,Washington,WA
Garland,34.4241338,-93.2407307,6134,Arkansas,AR
Garrard,37.6667106,-84.5772487,1133,Kentucky,KY
Garrett,39.3893806,-79.3907446,2075,Maryland,MD
Garvin,34.8335353,-97.5890448,1963,Oklahoma,OK
Garza,33.2858897,-101.3392673,490,Texas,TX
Gasconade,38.3161762,-91.6311374,1023,Missouri,MO
Gaston,35.3149323,-81.2832924,14222,North Carolina,NC
Gates,36.4310793,-76.8680919,896,North Carolina,NC
Geary,38.9735205,-96.8030884,2926,Kansas,KS
Geauga,41.3847514,-81.2857591,6743,Ohio,OH
Gem,43.9068257,-116.6593981,1123,Idaho,ID
Genesee,42.9914524,-83.9447721,33534,Michigan,MI
Genesee,42.9738512,-78.3895269,4438,New York,NY
Geneva,31.0971749,-86.0614106,1815,Alabama,AL
Gentry,40.0625984,-94.4825854,513,Missouri,MO
George,30.8739654,-88.6019955,2114,Mississippi,MS
Georgetown,33.4543125,-79.6131213,4378,South Carolina,SC
Gibson,38.176143,-87.5729389,2361,Indiana,IN
Gibson,35.8273993,-88.9264094,3679,Tennessee,TN
Gila,33.0037715,-110.7855066,3594,Arizona,AZ
Gilchrist,29.7624852,-82.8599571,1363,Florida,FL
Giles,35.0212463,-87.1716737,1991,Tennessee,TN
Giles,37.31632,-80.8575381,1089,Virginia,VA
Gillespie,30.3397698,-99.3065799,1441,Texas,TX
Gilliam,45.2399344,-120.2167659,98,Oregon,OR
Gilmer,34.7281269,-84.5435284,1616,Georgia,GA
Gilmer,38.768006,-80.9994663,577,West Virginia,WV
Gilpin,39.7802813,-105.4949596,210,Colorado,CO
Glacier,48.4794893,-113.3635176,1115,Montana,MT
Glades,26.994441,-81.2910404,354,Florida,FL
Gladwin,43.8830237,-84.4394336,1661,Michigan,MI
Glascock,33.2175716,-82.7098691,226,Georgia,GA
Glasscock,31.7693246,-101.506391,79,Texas,TX
Glenn,39.5719825,-122.5808268,2217,California,CA
Gloucester,39.6856283,-75.27737,20011,New Jersey,NJ
Gloucester,37.2629311,-76.5074888,2506,Virginia,VA
Glynn,31.2126448,-81.6168108,5210,Georgia,GA
Gogebic,46.4893375,-90.0507604,958,Michigan,MI
Golden Valley,46.3630596,-109.3532086,67,Montana,MT
Golden Valley,46.6659814,-103.9659958,145,North Dakota,ND
Goliad,28.5682782,-97.5792373,446,Texas,TX
Gonzales,29.3337561,-97.7655016,1388,Texas,TX
Goochland,37.7125533,-78.0061301,2574,Virginia,VA
Goodhue,44.2732123,-92.9662155,3080,Minnesota,MN
Gooding,42.985016,-114.951592,1168,Idaho,ID
Gordon,34.4145929,-85.050554,4158,Georgia,GA
Goshen,41.8793474,-104.4208812,980,Wyoming,WY
Gosper,40.59096,-99.8818803,112,Nebraska,NE
Gove,38.9822844,-100.6394097,167,Kansas,KS
Grady,30.8083455,-84.2240877,1018,Georgia,GA
Grady,35.1238865,-98.100016,2991,Oklahoma,OK
Grafton,43.6383246,-72.3064904,7126,New Hampshire,NH
Graham,33.0651741,-110.1996483,2811,Arizona,AZ
Graham,39.3726697,-100.1026729,122,Kansas,KS
Graham,35.3470204,-83.8428143,514,North Carolina,NC
Grainger,36.162997,-83.6645516,1538,Tennessee,TN
Grand,40.1772035,-106.4546088,786,Colorado,CO
Grand,38.5267245,-109.5486486,573,Utah,UT
Grand Forks,48.0009387,-97.849975,5936,North Dakota,ND
Grand Isle,44.642247,-73.3077398,420,Vermont,VT
Grand Traverse,44.5633726,-85.5254321,6360,Michigan,MI
Granite,46.285772,-113.4674064,140,Montana,MT
Grant,34.1439577,-92.667512,1107,Arkansas,AR
Grant,40.4979448,-85.8192794,5868,Indiana,IN
Grant,37.5822698,-101.3235907,563,Kansas,KS
Grant,38.6779873,-84.7685184,2021,Kentucky,KY
Grant,31.6914197,-92.8583817,1381,Louisiana,LA
Grant,45.9022197,-96.2457269,391,Minnesota,MN
Grant,42.0509418,-101.9665936,49,Nebraska,NE
Grant,31.5972313,-108.3549772,1852,New Mexico,NM
Grant,46.3773502,-101.9968735,106,North Dakota,ND
Grant,36.6829097,-98.0434531,306,Oklahoma,OK
Grant,44.7221766,-119.5805545,424,Oregon,OR
Grant,44.9921206,-96.7815128,499,South Dakota,SD
Grant,46.8785985,-119.9093561,7153,Washington,WA
Grant,38.9480514,-79.2690087,672,West Virginia,WV
Grant,42.8207854,-91.001945,5034,Wisconsin,WI
Granville,36.1186397,-78.7810008,3732,North Carolina,NC
Gratiot,43.1566529,-84.6738053,3444,Michigan,MI
Graves,36.569596,-88.8009659,2577,Kentucky,KY
Gray,37.5548235,-100.6751371,515,Kansas,KS
Gray,35.3748187,-100.8215165,1446,Texas,TX
Grays Harbor,46.7838164,-124.0363864,4871,Washington,WA
Grayson,37.6081985,-86.5531575,1863,Kentucky,KY
Grayson,33.4646373,-96.8927626,8881,Texas,TX
Grayson,36.6176911,-81.5781359,690,Virginia,VA
Greeley,38.4804076,-101.8059837,80,Kansas,KS
Greeley,41.5631316,-98.6705225,164,Nebraska,NE
Green,37.336817,-85.6430339,606,Kentucky,KY
Green,42.5569093,-89.7834898,2438,Wisconsin,WI
Green Lake,43.6668816,-89.2228387,1265,Wisconsin,WI
Greenbrier,37.7280725,-80.4744823,2166,West Virginia,WV
Greene,32.7552789,-88.0007616,695,Alabama,AL
Greene,36.2152647,-90.7392147,2799,Arkansas,AR
Greene,33.5541746,-83.1944043,819,Georgia,GA
Greene,39.2496015,-90.5627345,971,Illinois,IL
Greene,39.0446947,-87.1655011,2187,Indiana,IN
Greene,41.9317774,-94.2249809,602,Iowa,IA
Greene,31.0600697,-88.8237026,666,Mississippi,MS
Greene,37.2137966,-93.5388109,19472,Missouri,MO
Greene,42.1849259,-74.3357629,3541,New York,NY
Greene,35.4532739,-77.6795384,1036,North Carolina,NC
Greene,39.6321882,-84.078557,12160,Ohio,OH
Greene,39.7927239,-80.4821966,2726,Pennsylvania,PA
Greene,36.1566928,-83.0380916,4392,Tennessee,TN
Greene,38.2539515,-78.5626646,1020,Virginia,VA
Greenlee,33.0028905,-109.3815478,638,Arizona,AZ
Greensville,36.5922743,-77.5968369,43,Virginia,VA
Greenup,38.6488659,-82.9720768,2217,Kentucky,KY
Greenville,35.0776582,-82.6267029,32635,South Carolina,SC
Greenwood,37.6190009,-96.4281161,391,Kansas,KS
Greenwood,34.0442272,-82.227378,5481,South Carolina,SC
Greer,34.8932371,-99.6168582,330,Oklahoma,OK
Gregg,32.3844576,-94.8701687,10635,Texas,TX
Gregory,43.2306023,-99.5637941,266,South Dakota,SD
Grenada,33.7441949,-90.056814,1674,Mississippi,MS
Griggs,47.5329748,-98.3380715,121,North Dakota,ND
Grimes,30.3657758,-96.0464203,1868,Texas,TX
Grundy,41.1629285,-88.5604353,3617,Illinois,IL
Grundy,42.2511086,-92.9210164,754,Iowa,IA
Grundy,40.0784317,-93.6010495,699,Missouri,MO
Grundy,35.2288775,-85.823694,889,Tennessee,TN
Guadalupe,34.5713551,-105.1161406,297,New Mexico,NM
Guadalupe,29.5471595,-98.2625978,8915,Texas,TX
Guernsey,39.8451249,-81.6427366,2797,Ohio,OH
Guilford,35.9631324,-80.0416543,39413,North Carolina,NC
Gulf,29.8386346,-85.2983785,759,Florida,FL
Gunnison,38.981709,-107.430587,1115,Colorado,CO
Guthrie,41.5124572,-94.5200583,713,Iowa,IA
Gwinnett,33.940652,-84.2067337,63563,Georgia,GA
Haakon,44.124255,-101.7400913,114,South Dakota,SD
Habersham,34.4448553,-83.5707006,2897,Georgia,GA
Hale,32.4678725,-87.7294521,1527,Alabama,AL
Hale,33.9848444,-102.0277472,2902,Texas,TX
Halifax,36.2494969,-77.9431558,4075,North Carolina,NC
Halifax,36.586589,-79.0297479,2256,Virginia,VA
Hall,34.1780524,-83.9091743,13181,Georgia,GA
Hall,40.8082391,-98.5972941,4041,Nebraska,NE
Hall,34.4472261,-100.8098477,246,Texas,TX
Hamblen,36.1511298,-83.406846,4247,Tennessee,TN
Hamilton,30.5755611,-83.12606,1034,Florida,FL
Hamilton,38.0413669,-88.7319338,539,Illinois,IL
Hamilton,39.9384206,-86.1632343,15645,Indiana,IN
Hamilton,42.2753042,-93.9030807,948,Iowa,IA
Hamilton,38.0205558,-102.0082353,182,Kansas,KS
Hamilton,40.7588283,-98.1711751,633,Nebraska,NE
Hamilton,43.5002206,-74.5795437,171,New York,NY
Hamilton,39.1444559,-84.7790618,58329,Ohio,OH
Hamilton,34.9939206,-85.3501839,23022,Tennessee,TN
Hamilton,31.686814,-98.1870293,569,Texas,TX
Hamlin,44.5966313,-97.4565412,418,South Dakota,SD
Hampden,42.0986764,-72.961564,36904,Massachusetts,MA
Hampshire,42.3501217,-73.0241116,17110,Massachusetts,MA
Hampshire,39.2467269,-78.8963543,1497,West Virginia,WV
Hampton,32.6258309,-81.2772727,1836,South Carolina,SC
Hampton (city),37.0093013,-76.3861765,10554,Virginia,VA
Hancock,33.2513622,-83.0010315,640,Georgia,GA
Hancock,40.2834966,-91.4033552,1285,Illinois,IL
Hancock,39.7308066,-85.9005927,5069,Indiana,IN
Hancock,42.9815643,-93.9539657,640,Iowa,IA
Hancock,37.7029464,-86.7540713,677,Kentucky,KY
Hancock,44.2452075,-68.7878151,3179,Maine,ME
Hancock,30.2513035,-89.6010198,2714,Mississippi,MS
Hancock,40.8737048,-83.7415731,5087,Ohio,OH
Hancock,36.5147553,-83.2449964,337,Tennessee,TN
Hancock,40.4266896,-80.5606794,1904,West Virginia,WV
Hand,44.4131593,-99.2722051,164,South Dakota,SD
Hanover,37.7314903,-77.7045294,9612,Virginia,VA
Hansford,36.0304793,-101.5075975,460,Texas,TX
Hanson,43.7957638,-97.8375473,195,South Dakota,SD
Haralson,33.6558187,-85.2488315,2020,Georgia,GA
Hardee,27.433787,-81.9632568,2196,Florida,FL
Hardeman,35.0705912,-89.1557148,1769,Tennessee,TN
Hardeman,34.3043348,-99.8189165,266,Texas,TX
Hardin,37.4248249,-88.3653191,226,Illinois,IL
Hardin,42.3032483,-93.4534173,1462,Iowa,IA
Hardin,37.5889542,-86.1333174,8098,Kentucky,KY
Hardin,40.6818538,-83.8138613,2884,Ohio,OH
Hardin,35.0992092,-88.3687053,1536,Tennessee,TN
Hardin,30.2183252,-94.5750632,3815,Texas,TX
Harding,35.9735652,-104.0908141,30,New Mexico,NM
Harding,45.6453733,-104.0238247,103,South Dakota,SD
Hardy,38.9982396,-78.9751135,797,West Virginia,WV
Harford,39.6599027,-76.5650601,17318,Maryland,MD
Harlan,36.7271666,-83.4309549,1984,Kentucky,KY
Harlan,40.0698435,-99.6308668,178,Nebraska,NE
Harmon,34.6896049,-99.9003199,204,Oklahoma,OK
Harnett,35.3853173,-78.8621072,6002,North Carolina,NC
Harney,43.338744,-119.8722235,527,Oregon,OR
Harper,37.0991257,-98.0737765,365,Kansas,KS
Harper,36.6608877,-100.0124583,251,Oklahoma,OK
Harris,32.6622656,-84.9134106,1825,Georgia,GA
Harris,29.7406767,-95.8296517,312943,Texas,TX
Harrison,38.0848806,-86.2131315,2695,Indiana,IN
Harrison,41.6417086,-96.0292618,1061,Iowa,IA
Harrison,38.5296396,-84.3902455,1308,Kentucky,KY
Harrison,30.3763526,-89.1727305,14065,Mississippi,MS
Harrison,40.2532014,-94.1928789,508,Missouri,MO
Harrison,40.1902661,-81.2763282,1025,Ohio,OH
Harrison,32.5132765,-94.5488461,3811,Texas,TX
Harrison,39.287032,-80.5644308,4692,West Virginia,WV
Harrisonburg (city),38.4036446,-78.8751248,7069,Virginia,VA
Hart,34.3809132,-83.0306965,1142,Georgia,GA
Hart,37.3064669,-86.096497,1190,Kentucky,KY
Hartford,41.5626709,-72.9332709,60533,Connecticut,CT
Hartley,35.8634467,-102.3677218,99,Texas,TX
Harvey,38.0079319,-97.6759073,2657,Kansas,KS
Haskell,37.5221783,-101.0034991,360,Kansas,KS
Haskell,35.1207491,-95.2426625,918,Oklahoma,OK
Haskell,33.0497685,-99.9189632,352,Texas,TX
Hawkins,36.3561194,-83.2107153,3424,Tennessee,TN
Hayes,40.5706592,-101.0144036,38,Nebraska,NE
Hays,30.0344492,-98.1427764,15069,Texas,TX
Haywood,35.5050204,-83.1206891,3430,North Carolina,NC
Haywood,35.4778559,-89.3302836,1264,Tennessee,TN
Heard,33.2818946,-85.1338437,754,Georgia,GA
Hemphill,35.9082574,-100.2853376,262,Texas,TX
Hempstead,33.6524973,-93.8122939,1431,Arkansas,AR
Henderson,40.6819296,-91.0398909,414,Illinois,IL
Henderson,37.6865115,-87.5316717,2775,Kentucky,KY
Henderson,35.3826414,-82.6506869,5401,North Carolina,NC
Henderson,35.5974554,-88.5060549,1656,Tennessee,TN
Henderson,32.3666864,-96.2450394,5622,Texas,TX
Hendricks,39.6790421,-86.6787832,9229,Indiana,IN
Hendry,26.5671324,-81.4067078,3405,Florida,FL
Hennepin,44.9081073,-93.7215587,73159,Minnesota,MN
Henrico,37.6464315,-77.624235,15089,Virginia,VA
Henry,31.3663062,-85.3103721,1150,Alabama,AL
Henry,33.4041467,-84.30735,18054,Georgia,GA
Henry,41.2577452,-90.3877797,3521,Illinois,IL
Henry,39.8113995,-85.5124656,3396,Indiana,IN
Henry,40.7987435,-91.7114547,1432,Iowa,IA
Henry,38.3955351,-85.274186,1201,Kentucky,KY
Henry,38.2814512,-93.989507,1432,Missouri,MO
Henry,41.1853343,-84.1751158,1973,Ohio,OH
Henry,36.1681093,-88.2680624,1898,Tennessee,TN
Henry,36.5848842,-80.051921,2343,Virginia,VA
Herkimer,42.8641347,-75.1681327,4769,New York,NY
Hernando,28.4867606,-82.6330206,7226,Florida,FL
Hertford,36.2900658,-76.9931848,1925,North Carolina,NC
Hettinger,46.5189024,-102.9362942,142,North Dakota,ND
Hickman,36.6857478,-88.9913973,225,Kentucky,KY
Hickman,35.7447303,-87.558144,1755,Tennessee,TN
Hickory,37.9302728,-93.4893443,413,Missouri,MO
Hidalgo,31.8442057,-108.9825237,384,New Mexico,NM
Hidalgo,26.2537265,-98.5671905,69478,Texas,TX
Highland,39.0425057,-83.7521615,2912,Ohio,OH
Highland,38.3845648,-79.6477583,108,Virginia,VA
Highlands,27.0440995,-81.4027665,5365,Florida,FL
Hill,48.5950812,-110.5642618,1366,Montana,MT
Hill,31.9597007,-97.3304213,2308,Texas,TX
Hillsborough,27.6904005,-82.4600814,81737,Florida,FL
Hillsborough,42.9773389,-71.9978207,27723,New Hampshire,NH
Hillsdale,41.8466824,-84.7597842,3365,Michigan,MI
Hinds,32.0907185,-90.6312353,20865,Mississippi,MS
Hinsdale,38.0128349,-107.299418,18,Colorado,CO
Hitchcock,40.1287108,-101.2552012,182,Nebraska,NE
Hocking,39.389719,-82.6238233,1922,Ohio,OH
Hockley,33.4342432,-102.4884012,2033,Texas,TX
Hodgeman,38.1018601,-100.0184551,125,Kansas,KS
Hoke,34.9924066,-79.2426421,2335,North Carolina,NC
Holmes,30.6386255,-85.962701,1518,Florida,FL
Holmes,33.215516,-90.2451183,1965,Mississippi,MS
Holmes,40.5347028,-82.1688182,2371,Ohio,OH
Holt,40.0015408,-95.1936658,255,Missouri,MO
Holt,42.6329615,-99.1281895,683,Nebraska,NE
Hood,32.3626492,-97.9243536,3251,Texas,TX
Hood River,45.5685032,-122.0447096,1558,Oregon,OR
Hooker,42.165866,-101.2150364,52,Nebraska,NE
Hopewell (city),37.2747493,-77.2274072,2050,Virginia,VA
Hopkins,37.1795371,-87.6926989,2970,Kentucky,KY
Hopkins,33.0141897,-95.4609352,2447,Texas,TX
Horry,33.9260984,-79.2555827,16299,South Carolina,SC
Hot Spring,34.4393065,-93.3428433,2234,Arkansas,AR
Hot Springs,43.7266469,-108.4721304,250,Wyoming,WY
Houghton,46.5293903,-88.7315544,3555,Michigan,MI
Houston,31.2045725,-85.4960041,6535,Alabama,AL
Houston,32.3358366,-83.7410028,10081,Georgia,GA
Houston,43.5086623,-91.385229,1366,Minnesota,MN
Houston,36.3242598,-87.8928509,553,Tennessee,TN
Houston,31.0923667,-95.499937,1591,Texas,TX
Howard,33.7444392,-93.9101858,1055,Arkansas,AR
Howard,40.429421,-86.2757327,5668,Indiana,IN
Howard,43.3868531,-92.5384394,727,Iowa,IA
Howard,39.174938,-76.969085,19024,Maryland,MD
Howard,39.0300998,-92.8401008,792,Missouri,MO
Howard,41.1128993,-98.7014157,421,Nebraska,NE
Howard,32.408047,-101.6517318,2571,Texas,TX
Howell,36.5949432,-92.130859,2774,Missouri,MO
Hubbard,47.0274997,-95.0985763,1045,Minnesota,MN
Hudson,40.7435949,-74.1549126,37526,New Jersey,NJ
Hudspeth,31.3331772,-105.9025458,314,Texas,TX
Huerfano,37.4916667,-105.1115597,394,Colorado,CO
Hughes,34.939752,-96.3433848,944,Oklahoma,OK
Hughes,44.5276003,-100.3090368,1063,South Dakota,SD
Humboldt,40.5230992,-124.3264209,9533,California,CA
Humboldt,42.7102281,-94.4523868,644,Iowa,IA
Humboldt,41.1693395,-118.2639162,1242,Nevada,NV
Humphreys,32.9890666,-90.6076658,742,Mississippi,MS
Humphreys,35.9923566,-87.9480305,1339,Tennessee,TN
Hunt,32.9241998,-96.1098111,5686,Texas,TX
Hunterdon,40.4292239,-74.9790646,8695,New Jersey,NJ
Huntingdon,40.210954,-78.1730766,3062,Pennsylvania,PA
Huntington,40.8313783,-85.628114,3163,Indiana,IN
Huron,43.7304776,-83.3859038,2038,Michigan,MI
Huron,41.2463166,-82.8465991,5174,Ohio,OH
Hutchinson,43.4744154,-98.0448484,478,South Dakota,SD
Hutchinson,35.6128284,-101.5473772,1581,Texas,TX
Hyde,35.3864143,-76.2858565,242,North Carolina,NC
Hyde,44.5173244,-99.6125954,73,South Dakota,SD
Iberia,29.8999687,-91.903251,5574,Louisiana,LA
Iberville,30.3100553,-91.4397634,2470,Louisiana,LA
Ida,42.320792,-95.619612,423,Iowa,IA
Idaho,45.9196318,-116.5115653,834,Idaho,ID
Imperial,32.7377054,-115.9322002,14683,California,CA
Independence,35.6010374,-91.7443886,2372,Arkansas,AR
Indian River,27.6835331,-80.7077174,8014,Florida,FL
Indiana,40.500367,-79.439951,8740,Pennsylvania,PA
Ingham,42.4462317,-84.5550609,28058,Michigan,MI
Inyo,36.5563866,-118.0542207,1140,California,CA
Ionia,42.8343711,-85.2585846,4551,Michigan,MI
Iosco,44.2511832,-83.8141843,1436,Michigan,MI
Iowa,41.7125404,-92.2844935,1139,Iowa,IA
Iowa,42.8598087,-90.3780451,1354,Wisconsin,WI
Iredell,35.5656948,-80.8983348,11148,North Carolina,NC
Irion,31.272551,-101.1727834,125,Texas,TX
Iron,46.0651225,-88.6220176,624,Michigan,MI
Iron,37.7207335,-91.1266418,748,Missouri,MO
Iron,37.574205,-113.5691201,4569,Utah,UT
Iron,46.4952084,-90.4912299,326,Wisconsin,WI
Iroquois,40.6723523,-88.1195379,2118,Illinois,IL
Irwin,31.5654658,-83.263747,532,Georgia,GA
Isabella,43.5138582,-85.0475992,8925,Michigan,MI
Isanti,45.672309,-93.4363639,2371,Minnesota,MN
Island,48.0923974,-122.5765373,4615,Washington,WA
Isle of Wight,36.7373896,-76.8405111,2338,Virginia,VA
Issaquena,32.9138344,-91.017222,84,Mississippi,MS
Itasca,47.6136028,-94.2387077,2860,Minnesota,MN
Itawamba,34.0999521,-88.5494762,2456,Mississippi,MS
Izard,36.1341233,-92.1803085,764,Arkansas,AR
Jack,33.0146393,-98.0531903,583,Texas,TX
Jackson,34.4887684,-86.1501014,3830,Alabama,AL
Jackson,35.3964912,-91.226565,918,Arkansas,AR
Jackson,40.6728876,-106.3415656,67,Colorado,CO
Jackson,30.9224256,-85.5261904,3222,Florida,FL
Jackson,34.1303583,-83.7972042,5284,Georgia,GA
Jackson,37.7464471,-89.5607111,5642,Illinois,IL
Jackson,38.7885267,-86.1063409,2908,Indiana,IN
Jackson,42.1316845,-90.8886419,1347,Iowa,IA
Jackson,39.4905157,-95.9762682,912,Kansas,KS
Jackson,37.4488181,-84.0901327,932,Kentucky,KY
Jackson,32.2206307,-92.6768902,1074,Louisiana,LA
Jackson,42.3916363,-84.6882968,11585,Michigan,MI
Jackson,43.707031,-95.3248268,589,Minnesota,MN
Jackson,30.4047703,-88.7712286,9145,Mississippi,MS
Jackson,38.873529,-94.5940202,45025,Missouri,MO
Jackson,35.0494616,-83.0933649,3545,North Carolina,NC
Jackson,38.8807717,-82.5937287,2156,Ohio,OH
Jackson,34.4866915,-99.6642438,1974,Oklahoma,OK
Jackson,42.1521475,-123.0574989,13172,Oregon,OR
Jackson,43.5937923,-101.9555466,227,South Dakota,SD
Jackson,36.2759327,-85.7359152,505,Tennessee,TN
Jackson,28.7751639,-96.6589314,922,Texas,TX
Jackson,38.7879747,-81.8100312,1999,West Virginia,WV
Jackson,44.2990711,-91.1147854,1167,Wisconsin,WI
James City,37.3957569,-76.8251097,6950,Virginia,VA
Jasper,33.1337465,-83.6469961,958,Georgia,GA
Jasper,39.0370413,-88.3068974,568,Illinois,IL
Jasper,40.7559092,-87.1645673,2834,Indiana,IN
Jasper,41.5769685,-93.2419601,2212,Iowa,IA
Jasper,31.8683855,-89.2381361,1329,Mississippi,MS
Jasper,37.0216913,-94.5108993,9442,Missouri,MO
Jasper,32.2267757,-81.0578763,1625,South Carolina,SC
Jasper,30.3270017,-94.051956,2276,Texas,TX
Jay,40.3375083,-85.1608452,1630,Indiana,IN
Jeff Davis,31.7220698,-82.7588218,1037,Georgia,GA
Jeff Davis,30.59127,-104.6601571,187,Texas,TX
Jefferson,33.2843517,-87.094878,46469,Alabama,AL
Jefferson,34.2662577,-92.145362,5996,Arkansas,AR
Jefferson,39.6344216,-105.4402447,34941,Colorado,CO
Jefferson,30.3577122,-83.9885834,766,Florida,FL
Jefferson,32.8889798,-82.510648,1207,Georgia,GA
Jefferson,43.9888627,-112.5686016,2109,Idaho,ID
Jefferson,38.1684155,-89.1203711,2514,Illinois,IL
Jefferson,38.7923805,-85.6251158,2470,Indiana,IN
Jefferson,41.0212301,-92.1593647,902,Iowa,IA
Jefferson,39.0937697,-95.5341863,1325,Kansas,KS
Jefferson,38.0784579,-85.8531189,49317,Kentucky,KY
Jefferson,29.2147319,-90.0275462,27046,Louisiana,LA
Jefferson,31.6861604,-91.0432491,867,Mississippi,MS
Jefferson,38.113945,-90.7270865,13717,Missouri,MO
Jefferson,45.8516184,-112.1914205,819,Montana,MT
Jefferson,40.3139102,-97.2649522,421,Nebraska,NE
Jefferson,43.7096197,-76.0983964,7928,New York,NY
Jefferson,40.2235524,-80.8557966,4951,Ohio,OH
Jefferson,34.2864785,-98.1085718,435,Oklahoma,OK
Jefferson,44.5022974,-121.6471764,1439,Oregon,OR
Jefferson,40.9691166,-79.1952464,3144,Pennsylvania,PA
Jefferson,36.0520762,-83.6810014,3925,Tennessee,TN
Jefferson,29.9798404,-94.4030732,18310,Texas,TX
Jefferson,47.7185432,-122.9669228,1286,Washington,WA
Jefferson,39.2415884,-77.9534048,3906,West Virginia,WV
Jefferson,42.920046,-88.8571503,5101,Wisconsin,WI
Jefferson Davis,30.0691493,-92.8047003,2262,Louisiana,LA
Jefferson Davis,31.4801299,-89.8145425,781,Mississippi,MS
Jenkins,32.7997928,-81.9835291,622,Georgia,GA
Jennings,38.8393373,-85.7228623,2157,Indiana,IN
Jerauld,44.0651322,-98.6590439,98,South Dakota,SD
Jerome,42.7251039,-114.4319034,1796,Idaho,ID
Jersey,39.010943,-90.4650664,1896,Illinois,IL
Jessamine,37.8511654,-84.6656773,3612,Kentucky,KY
Jewell,39.8355758,-98.4388482,140,Kansas,KS
Jim Hogg,27.1004476,-98.7899657,358,Texas,TX
Jim Wells,27.3963101,-98.1712854,3231,Texas,TX
Jo Daviess,42.2731564,-90.3112448,1264,Illinois,IL
Johnson,35.4147398,-93.6705164,1856,Arkansas,AR
Johnson,32.7232788,-82.7072688,505,Georgia,GA
Johnson,37.3464321,-89.0160043,880,Illinois,IL
Johnson,39.3721547,-86.1716014,10176,Indiana,IN
Johnson,41.6927183,-91.762785,10681,Iowa,IA
Johnson,38.7662804,-95.0150001,34674,Kansas,KS
Johnson,37.73257,-82.8033678,1572,Kentucky,KY
Johnson,38.7833937,-94.0848616,4649,Missouri,MO
Johnson,40.3151078,-96.4002514,247,Nebraska,NE
Johnson,36.3268241,-81.9746862,1060,Tennessee,TN
Johnson,32.4259359,-97.5398739,11941,Texas,TX
Johnson,43.7121165,-106.6126335,482,Wyoming,WY
Johnston,35.4003087,-78.5182779,9942,North Carolina,NC
Johnston,34.2472525,-96.8534496,820,Oklahoma,OK
Jones,33.0116826,-83.5691688,1181,Georgia,GA
Jones,42.0191965,-91.3392253,1239,Iowa,IA
Jones,31.4897861,-89.3045751,4671,Mississippi,MS
Jones,35.0769231,-77.4124055,712,North Carolina,NC
Jones,43.9362091,-100.7234792,49,South Dakota,SD
Jones,32.7478625,-99.9053941,898,Texas,TX
Josephine,42.1189763,-123.7862847,5216,Oregon,OR
Juab,39.5076693,-111.9000885,888,Utah,UT
Judith Basin,46.8618976,-110.1066258,124,Montana,MT
Juneau,43.6461224,-90.2278502,1640,Wisconsin,WI
Juniata,40.3305264,-77.6681921,1513,Pennsylvania,PA
Kalamazoo,42.124219,-85.700691,19210,Michigan,MI
Kalkaska,44.6460035,-85.2627018,840,Michigan,MI
Kanabec,45.8379796,-93.4461391,883,Minnesota,MN
Kanawha,38.3163752,-81.8590885,11504,West Virginia,WV
Kandiyohi,44.9532301,-95.1692681,3100,Minnesota,MN
Kane,41.7589926,-88.5519928,37045,Illinois,IL
Kane,37.2296673,-112.7702908,459,Utah,UT
Kankakee,41.1095667,-88.2215039,8758,Illinois,IL
Karnes,28.8006421,-98.0629367,987,Texas,TX
Kaufman,32.464756,-96.4395197,7244,Texas,TX
Kay,36.6493437,-97.35032,3558,Oklahoma,OK
Kearney,40.3322961,-99.1801463,421,Nebraska,NE
Kearny,38.008385,-101.3070363,334,Kansas,KS
Keith,41.1427623,-101.9321123,447,Nebraska,NE
Kemper,32.7435086,-88.6986115,810,Mississippi,MS
Kendall,41.5133443,-88.5323985,7075,Illinois,IL
Kendall,29.8585499,-98.703353,2393,Texas,TX
Kenedy,27.139357,-97.9013695,20,Texas,TX
Kennebec,44.2335047,-70.0147235,8092,Maine,ME
Kenosha,42.512663,-88.2433473,12498,Wisconsin,WI
Kent,38.9214242,-75.6284253,12005,Delaware,DE
Kent,39.0961206,-76.2194881,1839,Maryland,MD
Kent,42.803705,-85.7421957,43836,Michigan,MI
Kent,41.6370829,-71.6783607,10224,Rhode Island,RI
Kent,33.1926357,-100.8936421,43,Texas,TX
Kenton,38.9353005,-84.5500993,9967,Kentucky,KY
Keokuk,41.1683463,-92.2818112,778,Iowa,IA
Kern,35.6217057,-119.8879389,72627,California,CA
Kerr,30.0951146,-99.6282112,3086,Texas,TX
Kershaw,34.185012,-80.8063145,4548,South Carolina,SC
Kewaunee,44.5522071,-87.7199663,1349,Wisconsin,WI
Keweenaw,47.307745,-88.3953757,94,Michigan,MI
Keya Paha,42.8530134,-99.7984845,57,Nebraska,NE
Kidder,46.853459,-99.8999172,146,North Dakota,ND
Kimball,41.2266704,-103.9288189,243,Nebraska,NE
Kimble,30.472352,-99.8215057,247,Texas,TX
King,33.7106842,-100.3842169,22,Texas,TX
King,47.4071963,-122.4733222,118142,Washington,WA
King George,38.2770489,-77.1627693,1595,Virginia,VA
King William,37.7161066,-77.2015109,1041,Virginia,VA
