POINTID,ZIPCODE,LATITUDE,LONGITUDE,POINTTYPE,TESTCENTERID,TCTYPE,INSTITUTION,POPULATION
379673,17304,39.977245,-77.2327421,ZIP,,,,214
379674,17350,39.8900884,-77.0793995,ZIP,,,,868
379675,17372,40.0014671,-77.1061533,ZIP,,,,306
379676,17081,40.2010198,-77.2834531,ZIP,,,,20
379677,17015,40.1778264,-77.2295358,ZIP,,,,1330
379678,17040,40.3227984,-77.3040949,ZIP,,,,217
379679,17065,40.1102115,-77.1890873,ZIP,,,,265
379680,17007,40.1257946,-77.1187712,ZIP,,,,372
379681,17072,40.2337314,-77.0817277,ZIP,,,,12
379682,17013,40.2426858,-77.1972839,ZIP,,,,2570
379683,17090,40.3182071,-77.1810433,ZIP,,,,356
379684,17035,40.4037855,-77.5813147,ZIP,,,,51
379685,17058,40.5053806,-77.55247,ZIP,,,,123
379686,17044,40.5772374,-77.594258,ZIP,,,,1238
379687,17099,40.6322416,-77.5764382,ZIP,,,,76
379688,17047,40.3765013,-77.4282873,ZIP,,,,252
379689,17037,40.4340762,-77.4220213,ZIP,,,,95
379690,17082,40.4950705,-77.4483761,ZIP,,,,254
379691,17056,40.5372876,-77.3542598,ZIP,,,,9
379692,17059,40.5891617,-77.3910725,ZIP,,,,461
379693,17009,40.6361118,-77.5652867,ZIP,,,,138
379694,17063,40.761026,-77.4849474,ZIP,,,,241
379695,16875,40.8409404,-77.5872191,ZIP,,,,266
379696,16832,40.8439451,-77.4815901,ZIP,,,,26
379697,17841,40.699084,-77.375791,TESTCENTER,2270493,HIGH SCHOOL,MIFFLIN COUNTY CHRISTIAN ACADEMY,
379698,17841,40.7248691,-77.3525556,ZIP,,,,298
379699,17024,40.4069339,-77.3068245,ZIP,,,,128
379700,17068,40.4105824,-77.1782993,ZIP,,,,386
379701,17074,40.4789009,-77.1485854,ZIP,,,,517
379702,17062,40.5467735,-77.1876563,ZIP,,,,291
379703,17094,40.5812474,-77.1981537,ZIP,,,,134
379704,17049,40.646916,-77.2602,TESTCENTER,2271449,HIGH SCHOOL,EAST JUNIATA HIGH SCHOOL,
379705,17049,40.6530379,-77.2560866,ZIP,,,,239
379706,17812,40.7405338,-77.2279101,ZIP,,,,91
379707,17885,40.8663452,-77.3140169,ZIP,,,,12
379708,17845,40.8843701,-77.2115701,ZIP,,,,141
379709,17835,40.8789875,-77.2043118,ZIP,,,,9
379710,17086,40.6906237,-77.1220073,ZIP,,,,182
379711,17813,40.780401,-77.1720832,ZIP,,,,130
379712,17861,40.7732239,-77.0823043,ZIP,,,,10
379713,17316,39.9654665,-77.0079587,ZIP,,,,585
379714,17301,39.8952403,-76.978971,ZIP,,,,251
379715,17019,40.0940216,-77.0220577,ZIP,,,,1131
379716,17362,39.857208,-76.877356,TESTCENTER,2271996,HIGH SCHOOL,SPRING GROVE AREA HIGH SCHOOL,
379717,17364,39.9293948,-76.8993258,ZIP,,,,276
379718,17362,39.8476788,-76.8687042,ZIP,,,,951
379719,17365,40.0607333,-76.9338601,ZIP,,,,143
379720,17315,40.006158,-76.855485,TESTCENTER,2272079,HIGH SCHOOL,DOVER HIGH SCHOOL,
379721,17315,40.0266037,-76.8640649,ZIP,,,,1589
379722,17027,40.1559978,-76.9954611,ZIP,,,,658
379723,17055,40.182918,-77.0045974,ZIP,,,,2191
379724,17055,40.212669,-76.99493,TESTCENTER,2270527,HIGH SCHOOL,CUMBERLAND VALLEY HIGH SCHOOL,
379725,17050,40.2479905,-77.0273697,ZIP,,,,2032
379726,17053,40.3250399,-77.0264735,ZIP,,,,312
379727,17025,40.2940927,-76.9744815,ZIP,,,,1046
379728,17339,40.1347308,-76.8852917,ZIP,,,,455
379729,17011,40.2348299,-76.9288458,ZIP,,,,1695
379730,17070,40.2024014,-76.8656776,ZIP,,,,864
379731,17113,40.2259836,-76.8279944,ZIP,,,,794
379732,17043,40.2476106,-76.9001344,ZIP,,,,310
379733,17102,40.2703699,-76.9052788,ZIP,,,,322
379734,17101,40.2586545,-76.8943764,ZIP,,,,48
379735,17110,40.302957,-76.886246,TESTCENTER,2270538,2 YR COMM COLLEGE,HARRISBURG AREA COMMUNITY COLLEGE,
379736,17093,40.3072088,-76.9305713,ZIP,,,,165
379737,17110,40.3158131,-76.8864356,ZIP,,,,1651
379738,17104,40.2545055,-76.8621762,ZIP,,,,1624
379739,17103,40.2759648,-76.8663326,ZIP,,,,1037
379740,17109,40.289953,-76.8243141,ZIP,,,,1299
379741,17371,39.9027039,-76.7879603,ZIP,,,,14
379742,17360,39.8543723,-76.7503904,ZIP,,,,384
379743,17408,39.9288586,-76.7993496,ZIP,,,,1336
379744,17404,39.961988,-76.768987,TESTCENTER,2272116,HIGH SCHOOL,WEST YORK AREA HIGH SCHOOL,
379745,17407,39.8837729,-76.7121021,ZIP,,,,141
379746,17403,39.9232285,-76.7127939,ZIP,,,,3549
379747,17401,39.9594622,-76.7334567,ZIP,,,,1460
379748,17403,39.94943,-76.712998,TESTCENTER,2268199,HIGH SCHOOL,WILLIAM PENN HIGH SCHOOL,
379749,17404,40.0026119,-76.7735482,ZIP,,,,2298
379750,17345,40.0780888,-76.7475033,ZIP,,,,507
379751,17318,40.022258,-76.7230171,ZIP,,,,15
379752,17347,40.057548,-76.688144,ZIP,,,,395
379753,17313,39.8840134,-76.6599842,ZIP,,,,702
379754,17313,39.9,-76.64,TESTCENTER,2270555,HIGH SCHOOL,DALLASTOWN AREA HIGH SCHOOL,
379755,17402,39.9584854,-76.65866,ZIP,,,,2118
379756,17356,39.902572,-76.608075,TESTCENTER,2271665,HIGH SCHOOL,RED LION AREA SR HIGH SCHOOL,
379757,17356,39.8965849,-76.5822592,ZIP,,,,1492
379758,17366,39.9327899,-76.5567035,ZIP,,,,369
379759,17406,40.0147095,-76.6408726,ZIP,,,,1470
379760,17502,40.1009039,-76.6601467,ZIP,,,,191
379761,17547,40.0684346,-76.5866303,ZIP,,,,406
379762,17550,40.0758896,-76.5833961,ZIP,,,,47
379763,17370,40.12144,-76.7784018,ZIP,,,,392
379764,17319,40.1604888,-76.7939745,ZIP,,,,748
379765,17034,40.2086101,-76.7855325,ZIP,,,,103
379766,17057,40.1935621,-76.7245729,ZIP,,,,1590
379767,17111,40.2678309,-76.7873697,ZIP,,,,1888
379768,17036,40.268235,-76.7121061,ZIP,,,,1511
379769,17036,40.278199,-76.709375,TESTCENTER,2270506,HIGH SCHOOL,LOWER DAUPHIN HIGH SCHOOL,
379770,17022,40.1670518,-76.6089197,ZIP,,,,2440
379771,17570,40.1299416,-76.568851,ZIP,,,,18
379772,17033,40.2718225,-76.6375615,ZIP,,,,1708
379773,17010,40.277992,-76.5828405,ZIP,,,,10
379774,17078,40.2874523,-76.5810802,ZIP,,,,1165
379775,17003,40.3623585,-76.5695991,ZIP,,,,1067
379776,17020,40.4141705,-77.0415028,ZIP,,,,579
379777,17069,40.4539871,-76.9700393,ZIP,,,,4
379778,17045,40.5970934,-77.0009282,ZIP,,,,186
379779,17018,40.422061,-76.8261239,ZIP,,,,244
379780,17032,40.4918306,-76.832555,ZIP,,,,549
379781,17061,40.566703,-76.9090902,ZIP,,,,433
379782,17023,40.5842658,-76.816261,ZIP,,,,237
379783,17005,40.6028487,-76.8097004,ZIP,,,,17
379784,17853,40.6947295,-77.0067,ZIP,,,,210
379785,17827,40.7528597,-76.9680318,ZIP,,,,39
379786,17842,40.8029496,-77.0401515,ZIP,,,,584
379787,17862,40.8605056,-77.056395,ZIP,,,,59
379788,17855,40.8903861,-76.9666841,ZIP,,,,64
379789,17017,40.6377882,-76.8821888,ZIP,,,,101
379790,17864,40.7047268,-76.905819,ZIP,,,,199
379791,17870,40.8173225,-76.888636,ZIP,,,,1612
379792,17889,40.8777395,-76.921282,ZIP,,,,192
379793,17876,40.8581079,-76.8257536,ZIP,,,,80
379794,17112,40.3731014,-76.7765114,ZIP,,,,2101
379795,17048,40.5767925,-76.7613479,ZIP,,,,249
379796,17030,40.6092348,-76.7256086,ZIP,,,,39
379797,17097,40.5800984,-76.6774281,ZIP,,,,60
379798,17028,40.39646,-76.6591973,ZIP,,,,291
379799,17038,40.4679149,-76.5560255,ZIP,,,,560
379800,17980,40.5186909,-76.6445435,ZIP,,,,210
379801,17098,40.588957,-76.6323275,ZIP,,,,161
379802,17978,40.6254479,-76.6149633,ZIP,,,,13
379803,17080,40.6406776,-76.8030998,ZIP,,,,20
379804,17830,40.6860638,-76.8051695,ZIP,,,,107
379805,17823,40.7454949,-76.7761933,ZIP,,,,84
379806,17867,40.7141152,-76.688597,ZIP,,,,11
379807,17872,40.7533959,-76.6977139,ZIP,,,,629
379808,17801,40.8347245,-76.7550079,ZIP,,,,992
379809,17968,40.6386787,-76.6122999,ZIP,,,,18
379810,17941,40.685722,-76.6091837,ZIP,,,,38
379811,17983,40.6426225,-76.5471655,ZIP,,,,94
379812,17836,40.7143424,-76.6064618,ZIP,,,,18
379813,17881,40.7829061,-76.6700138,ZIP,,,,106
379814,17866,40.8022525,-76.547547,ZIP,,,,658
379815,17860,40.8669636,-76.6110352,ZIP,,,,125
379816,16848,41.0113129,-77.533288,ZIP,,,,16
379817,16852,40.9370308,-77.5186628,ZIP,,,,27
379818,16854,40.8980208,-77.4731003,ZIP,,,,67
379819,16826,41.0539208,-77.58041,ZIP,,,,37
379820,17751,41.1535278,-77.5447904,ZIP,,,,483
379821,17750,41.057866,-77.4822532,ZIP,,,,13
379822,16820,40.895701,-77.3924317,ZIP,,,,86
379823,16872,40.9674754,-77.3584248,ZIP,,,,112
379824,17748,41.150402,-77.3529776,ZIP,,,,14
379825,17745,41.2850717,-77.4711657,ZIP,,,,2056
379826,17779,41.2072586,-77.376901,ZIP,,,,10
379827,16882,40.9124515,-77.3234713,ZIP,,,,20
379828,17747,41.0325782,-77.3317574,ZIP,,,,194
379829,17829,40.9005487,-77.1558038,ZIP,,,,30
379830,17844,40.9739753,-77.0854049,ZIP,,,,722
379831,17721,41.183625,-77.3184048,ZIP,,,,99
379832,17740,41.2494446,-77.2696464,ZIP,,,,899
379833,17776,41.4146495,-77.2928404,ZIP,,,,17
379834,17744,41.2409701,-77.1532743,ZIP,,,,254
379835,17702,41.1834876,-77.0772707,ZIP,,,,693
379836,17728,41.3347738,-77.0785674,ZIP,,,,356
379837,16938,41.5911446,-77.3703566,ZIP,,,,55
379838,16921,41.7241264,-77.5562565,ZIP,,,,18
379839,16950,41.9,-77.531963,ZIP,,,,226
379840,16950,41.919063,-77.530975,TESTCENTER,2270480,HIGH SCHOOL,COWANESQUE VALLEY HIGH SCHOOL,
379841,16901,41.7212913,-77.3372828,ZIP,,,,609
379842,16930,41.5837824,-77.1388257,ZIP,,,,83
379843,16911,41.6586761,-77.1291888,ZIP,,,,19
379844,16935,41.877494,-77.3047217,ZIP,,,,65
379845,16946,41.9087282,-77.137724,ZIP,,,,183
379846,16933,41.812288,-77.07163,TESTCENTER,2267594,HIGH SCHOOL,MANSFIELD HIGH SCHOOL,
379847,17837,40.9749773,-76.9451499,ZIP,,,,2124
379848,17810,41.1113599,-77.0313721,ZIP,,,,174
379849,17856,41.0653578,-76.9473644,ZIP,,,,195
379850,17837,40.970205,-76.909878,TESTCENTER,2271267,HIGH SCHOOL,LEWISBURG AREA HIGH SCHOOL,
379851,17886,41.016709,-76.8752043,ZIP,,,,62
379852,17850,40.9655955,-76.857448,ZIP,,,,41
379853,17847,41.0079621,-76.8110434,ZIP,,,,751
379854,17887,41.1291751,-76.9328986,ZIP,,,,16
379855,17730,41.1104488,-76.8784104,ZIP,,,,20
379856,17749,41.0722406,-76.8188887,ZIP,,,,18
379857,17777,41.1065166,-76.8216957,ZIP,,,,450
379858,17701,41.247217,-77.020571,TESTCENTER,2270618,TECH COLLEGE,PENNSYLVANIA COLLEGE OF TECH,
379859,17752,41.1801388,-76.9302508,ZIP,,,,319
379860,17754,41.3116123,-76.8892124,ZIP,,,,704
379861,17701,41.3450452,-76.8572564,ZIP,,,,4072
379862,17857,40.9321358,-76.7729718,ZIP,,,,355
379863,17772,41.1250572,-76.7130333,ZIP,,,,177
379864,17868,40.9577212,-76.6339683,ZIP,,,,77
379865,17821,40.9901422,-76.6442054,ZIP,,,,1101
379866,17821,40.979895,-76.622897,TESTCENTER,2270633,HIGH SCHOOL,DANVILLE AREA SENIOR HIGH SCHOOL,
379867,17884,41.0559828,-76.6694626,ZIP,,,,17
379868,17756,41.208002,-76.7398194,ZIP,,,,680
379869,17737,41.255952,-76.71411,TESTCENTER,2267395,HIGH SCHOOL,HUGHESVILLE HIGH SCHOOL,
379870,17762,41.2842307,-76.7001572,ZIP,,,,36
379871,17737,41.2992708,-76.6857797,ZIP,,,,397
379872,17771,41.4372849,-77.0355162,ZIP,,,,193
379873,17763,41.5073752,-76.9761805,ZIP,,,,23
379874,16912,41.678438,-77.0432609,ZIP,,,,132
379875,16939,41.6636492,-77.0258182,ZIP,,,,14
379876,17765,41.5657354,-76.9734507,ZIP,,,,70
379877,17724,41.653784,-76.858188,TESTCENTER,2270842,HIGH SCHOOL,CANTON SR-JR HIGH SCHOOL,
379878,16917,41.7217022,-77.0567555,ZIP,,,,97
379879,16932,41.779128,-76.939472,ZIP,,,,55
379880,16933,41.8194244,-77.0625019,ZIP,,,,1125
379881,18619,41.4616958,-76.7178164,ZIP,,,,8
379882,17768,41.5588357,-76.755985,ZIP,,,,11
379883,17724,41.6425283,-76.805113,ZIP,,,,391
379884,18616,41.5048305,-76.6360575,ZIP,,,,33
379885,17731,41.4294097,-76.5786717,ZIP,,,,9
379886,18832,41.6782782,-76.5687416,ZIP,,,,140
379887,16947,41.7595016,-76.8040505,ZIP,,,,312
379888,16947,41.77815,-76.771143,TESTCENTER,2270470,HIGH SCHOOL,TROY SENIOR HIGH SCHOOL,
379889,16926,41.7270848,-76.701713,ZIP,,,,65
379890,16914,41.8542296,-76.7836639,ZIP,,,,161
379891,18814,41.7840629,-76.6072724,ZIP,,,,6
379892,18817,41.8727224,-76.6316108,ZIP,,,,22
379893,18831,41.8942235,-76.5981179,ZIP,,,,68
379894,17322,39.8559095,-76.5327334,ZIP,,,,457
379895,17317,39.9707099,-76.5231878,ZIP,,,,57
379896,17309,39.8713338,-76.4501287,ZIP,,,,146
379897,17368,39.9838581,-76.5187033,ZIP,,,,442
379898,17512,40.0402362,-76.4863359,ZIP,,,,1122
379899,17582,39.9931402,-76.469176,ZIP,,,,131
379900,17554,40.0403028,-76.4241758,ZIP,,,,416
379901,17516,39.94146,-76.3713593,ZIP,,,,338
379902,17565,39.8977018,-76.3310273,ZIP,,,,217
379903,17532,39.8581562,-76.2880083,ZIP,,,,253
379904,17551,39.982202,-76.3714186,ZIP,,,,2007
379905,17551,39.998213,-76.356568,TESTCENTER,2270597,HIGH SCHOOL,PENN MANOR HIGH SCHOOL,
379906,17538,40.0826292,-76.4145481,ZIP,,,,449
379907,17603,40.0308388,-76.330432,ZIP,,,,4312
379908,17602,40.033514,-76.284364,TESTCENTER,2272260,HIGH SCHOOL,MCCASKEY EAST HIGH SCHOOL,
379909,17602,40.033514,-76.284364,TESTCENTER,2273032,HIGH SCHOOL,J P MCCASKEY HIGH SCHOOL,
379910,17520,40.0975184,-76.3491926,ZIP,,,,308
379911,17601,40.075381,-76.319888,TESTCENTER,2270611,HIGH SCHOOL,CONESTOGA VALLEY HIGH SCHOOL,
379912,17601,40.0742412,-76.3149143,ZIP,,,,3162
379913,17552,40.1083518,-76.5109198,ZIP,,,,1064
379914,17041,40.2166344,-76.5396048,ZIP,,,,16
379915,17545,40.1786691,-76.4343705,ZIP,,,,1414
379916,17064,40.2422306,-76.4761112,ZIP,,,,12
379917,17083,40.277602,-76.4375948,ZIP,,,,3
379918,17042,40.294817,-76.4248227,ZIP,,,,2230
379919,17606,40.1116699,-76.3039068,ZIP,,,,0
379920,17543,40.162573,-76.29926,TESTCENTER,2269356,HIGH SCHOOL,WARWICK HIGH SCHOOL,
379921,17543,40.1810317,-76.2953802,ZIP,,,,2923
379922,17016,40.2774748,-76.4022874,ZIP,,,,25
379923,17042,40.3,-76.41,TESTCENTER,2270516,HIGH SCHOOL,CEDAR CREST HIGH SCHOOL,
379924,17088,40.3006779,-76.2942244,ZIP,,,,51
379925,17584,39.954448,-76.2598384,ZIP,,,,571
379926,17560,39.9126747,-76.2276813,ZIP,,,,374
379927,17579,39.9604064,-76.1807521,ZIP,,,,452
379928,17602,40.0146233,-76.2463507,ZIP,,,,3954
379929,17576,40.0371955,-76.1967601,ZIP,,,,9
379930,17505,40.0635009,-76.1924363,ZIP,,,,152
379931,17540,40.0975428,-76.1898943,ZIP,,,,715
379932,17566,39.867186,-76.147513,ZIP,,,,925
379933,17572,39.9744347,-76.1193571,ZIP,,,,317
379934,17562,39.9704384,-76.0920671,ZIP,,,,400
379935,17536,39.8480343,-76.0737738,ZIP,,,,218
379936,17509,39.9120546,-76.0364989,ZIP,,,,367
379937,17529,40.0419334,-76.0971422,ZIP,,,,393
379938,17535,39.982036,-76.0228657,ZIP,,,,214
379939,17557,40.100511,-76.080136,TESTCENTER,2271575,HIGH SCHOOL,GARDEN SPOT HIGH SCHOOL,
379940,17557,40.0998496,-76.0727417,ZIP,,,,991
379941,17508,40.1247575,-76.2187655,ZIP,,,,36
379942,17501,40.156459,-76.20404,ZIP,,,,229
379943,17522,40.1736883,-76.1704943,ZIP,,,,2061
379944,17578,40.2260989,-76.1598061,ZIP,,,,591
379945,17073,40.3028377,-76.2551608,ZIP,,,,348
379946,17581,40.1605115,-76.0495898,ZIP,,,,66
379947,17519,40.1414383,-76.023423,ZIP,,,,570
379948,17517,40.2447513,-76.1328805,ZIP,,,,1147
379949,17569,40.2714332,-76.0965767,ZIP,,,,402
379950,19551,40.355281,-76.13659,TESTCENTER,2271720,HIGH SCHOOL,CONRAD WEISER HIGH SCHOOL,
379951,19551,40.3617878,-76.1373196,ZIP,,,,335
379952,19565,40.342381,-76.0878796,ZIP,,,,555
379953,19501,40.244477,-76.064701,ZIP,,,,66
379954,19608,40.3107983,-76.0347715,ZIP,,,,1675
379955,17046,40.381858,-76.429627,ZIP,,,,2059
379956,17026,40.458441,-76.4313967,ZIP,,,,268
379957,17957,40.5918244,-76.5182118,ZIP,,,,15
379958,17067,40.378949,-76.314328,TESTCENTER,2267761,HIGH SCHOOL,EASTERN LEBANON COUNTY HS,
379959,17067,40.390423,-76.3150484,ZIP,,,,877
379960,19544,40.4168761,-76.2965655,ZIP,,,,12
379961,17963,40.5615768,-76.3820167,ZIP,,,,583
379962,17963,40.567093,-76.326913,TESTCENTER,2272891,HIGH SCHOOL,PINE GROVE AREA HIGH SCHOOL,
379963,17938,40.6530701,-76.5170831,ZIP,,,,149
379964,17964,40.7029543,-76.514515,ZIP,,,,38
379965,17866,40.803039,-76.498242,TESTCENTER,2270645,HIGH SCHOOL,SHAMOKIN AREA JR-SR HIGH SCHOOL,
379966,17824,40.8523782,-76.5053388,ZIP,,,,219
379967,17834,40.78021,-76.4668754,ZIP,,,,172
379968,17832,40.8059454,-76.4590196,ZIP,,,,36
379969,17840,40.7720919,-76.4331196,ZIP,,,,25
379970,17851,40.8031182,-76.4342996,ZIP,,,,456
379971,17981,40.6341182,-76.389387,ZIP,,,,156
379972,17943,40.7566596,-76.3878096,ZIP,,,,7
379973,17921,40.7515747,-76.3605859,ZIP,,,,366
379974,17923,40.6328734,-76.3199144,ZIP,,,,16
379975,17936,40.7501156,-76.3399296,ZIP,,,,38
379976,17945,40.7853504,-76.3754567,ZIP,,,,10
379977,17888,40.806775,-76.3784792,ZIP,,,,15
379978,17920,40.8196419,-76.3269087,ZIP,,,,17
379979,17087,40.4357436,-76.2808177,ZIP,,,,196
379980,19550,40.4549394,-76.2494322,ZIP,,,,45
379981,19567,40.3883893,-76.2097848,ZIP,,,,402
379982,19559,40.4952226,-76.1824013,ZIP,,,,19
379983,19507,40.5052298,-76.2701286,ZIP,,,,254
379984,17979,40.5615673,-76.1997161,ZIP,,,,9
379985,17972,40.5921654,-76.2057904,ZIP,,,,927
379986,17929,40.6307028,-76.1940391,ZIP,,,,107
379987,17972,40.630571,-76.169973,TESTCENTER,2270668,HIGH SCHOOL,SCHUYLKILL HAVEN AREA HIGH SCHOOL,
379988,19506,40.4529582,-76.1279729,ZIP,,,,531
379989,19541,40.4859614,-76.0302351,ZIP,,,,319
379990,19554,40.5129246,-76.1037464,ZIP,,,,33
379991,17922,40.5824917,-76.1106462,ZIP,,,,318
379992,17944,40.6725401,-76.2792565,ZIP,,,,13
379993,17901,40.6838282,-76.2775415,ZIP,,,,1425
379994,17954,40.6904205,-76.2596882,ZIP,,,,275
379995,17951,40.6785559,-76.2452459,ZIP,,,,23
379996,17974,40.6957002,-76.2362673,ZIP,,,,17
379997,17970,40.7202061,-76.1919495,ZIP,,,,189
379998,17965,40.6986146,-76.1652814,ZIP,,,,102
379999,17935,40.7961401,-76.2796822,ZIP,,,,117
380000,17946,40.8103636,-76.2563719,ZIP,,,,12
380001,17949,40.7939258,-76.242345,ZIP,,,,16
380002,17931,40.7864914,-76.2145748,ZIP,,,,273
380003,17934,40.7964388,-76.2113332,ZIP,,,,26
380004,17976,40.8198668,-76.2106061,ZIP,,,,468
380005,17976,40.816744,-76.203502,TESTCENTER,2269618,HIGH SCHOOL,SHENANDOAH VALLEY JR SR HIGH SCH,
380006,17967,40.8562533,-76.2162651,ZIP,,,,170
380007,17959,40.7320184,-76.1500781,ZIP,,,,83
380008,17953,40.7519017,-76.1202176,ZIP,,,,30
380009,17930,40.7086645,-76.1153129,ZIP,,,,31
380010,17961,40.6496987,-76.0609491,ZIP,,,,373
380011,17925,40.7549444,-76.0726997,ZIP,,,,16
380012,17952,40.7554384,-76.0585522,ZIP,,,,10
380013,17948,40.8453852,-76.1174678,ZIP,,,,305
380014,18214,40.8002545,-76.0842147,ZIP,,,,123
380015,18220,40.8405291,-76.060382,ZIP,,,,20
380016,18245,40.8532144,-76.0335179,ZIP,,,,17
380017,19310,39.9350904,-75.9728222,ZIP,,,,261
380018,19330,39.8682917,-75.9137851,ZIP,,,,367
380019,19365,39.9663707,-75.9251291,ZIP,,,,559
380020,17527,40.0088807,-75.9912959,ZIP,,,,508
380021,19367,39.9629925,-75.8840233,ZIP,,,,12
380022,19320,39.963092,-75.8320303,ZIP,,,,3267
380023,19358,39.963913,-75.8050635,ZIP,,,,51
380024,19320,39.984313,-75.825299,TESTCENTER,2270979,HIGH SCHOOL,COATESVILLE AREA SR HIGH SCHOOL,
380025,19344,40.0835766,-75.8813635,ZIP,,,,849
380026,19316,40.0540817,-75.833825,ZIP,,,,11
380027,17555,40.1223767,-75.9593923,ZIP,,,,667
380028,19540,40.2362709,-75.966664,ZIP,,,,835
380029,19543,40.175716,-75.8937774,ZIP,,,,445
380030,19609,40.3283126,-75.9972852,ZIP,,,,624
380031,19609,40.325778,-75.995347,TESTCENTER,2271116,HIGH SCHOOL,WILSON HIGH SCHOOL,
380032,19610,40.3414023,-75.9748395,ZIP,,,,1357
380033,19607,40.3,-75.95,TESTCENTER,2271099,HIGH SCHOOL,GOVERNOR MIFFLIN HIGH SCHOOL,
380034,19607,40.2914828,-75.9447914,ZIP,,,,1469
380035,19611,40.3246743,-75.9428571,ZIP,,,,741
380036,19601,40.3552941,-75.940014,ZIP,,,,2775
380037,19602,40.3287396,-75.9149755,ZIP,,,,1390
380038,19604,40.35,-75.91,TESTCENTER,2271086,HIGH SCHOOL,READING HIGH SCHOOL,
380039,19604,40.3568247,-75.9102421,ZIP,,,,3046
380040,19523,40.2011579,-75.8497205,ZIP,,,,27
380041,19520,40.1635101,-75.7934646,ZIP,,,,358
380042,19520,40.156781,-75.786563,TESTCENTER,2269540,HIGH SCHOOL,TWIN VALLEY HIGH SCHOOL,
380043,19508,40.2619404,-75.8336868,ZIP,,,,1141
380044,19606,40.3386135,-75.8581574,ZIP,,,,2180
380045,19375,39.9004593,-75.7404717,ZIP,,,,8
380046,19348,39.8702798,-75.7129134,ZIP,,,,1557
380047,19348,39.86,-75.7,TESTCENTER,2272981,HIGH SCHOOL,UNIONVILLE HIGH SCHOOL,
380048,19372,39.9983967,-75.7584566,ZIP,,,,60
380049,19335,40.0226176,-75.721218,ZIP,,,,3186
380050,19335,40.016078,-75.718261,TESTCENTER,2273509,HIGH SCHOOL,DOWNINGTOWN H S- WEST CAMPUS,
380051,19343,40.1008222,-75.7548347,ZIP,,,,692
380052,19341,40.0399408,-75.6406258,ZIP,,,,1023
380053,19341,40.046817,-75.643196,TESTCENTER,2269375,HIGH SCHOOL,DOWNINGTOWN HS EAST CAMPUS,
380054,19341,40.046817,-75.643196,TESTCENTER,2272893,OTHER,COLLEGIUM CHARTER SCHOOL,
380055,19425,40.1017778,-75.6510662,ZIP,,,,929
380056,19317,39.8608003,-75.5993807,ZIP,,,,631
380057,19382,39.9276646,-75.6131662,ZIP,,,,3688
380058,19383,39.9515939,-75.6016269,ZIP,,,,2266
380059,19382,39.944081,-75.588197,TESTCENTER,2268818,HIGH SCHOOL,WESTTOWN SCHOOL,
380060,19373,39.9011333,-75.5334849,ZIP,,,,377
380061,19342,39.9041224,-75.4994215,ZIP,,,,1752
380062,19319,39.9245581,-75.5209427,ZIP,,,,439
380063,19380,39.984458,-75.596231,TESTCENTER,2271902,HIGH SCHOOL,B REED HENDERSON HIGH SCHOOL,
380064,19380,39.9871858,-75.6031557,ZIP,,,,3135
380065,19345,40.0294372,-75.5653386,ZIP,,,,221
380066,19355,40.037123,-75.533021,TESTCENTER,2268706,HIGH SCHOOL,GREAT VALLEY HIGH SCHOOL,
380067,19355,40.046452,-75.5329985,ZIP,,,,1693
380068,19465,40.1903903,-75.6845639,ZIP,,,,1035
380069,19518,40.2702114,-75.7525115,ZIP,,,,1065
380070,19519,40.3206042,-75.7348837,ZIP,,,,5
380071,19464,40.242989,-75.639256,TESTCENTER,2269108,HIGH SCHOOL,POTTSTOWN HIGH SCHOOL,
380072,19464,40.242989,-75.639256,TESTCENTER,2271021,HIGH SCHOOL,HILL SCHOOL,
380073,19512,40.3483267,-75.6805553,ZIP,,,,1024
380074,19512,40.333905,-75.660368,TESTCENTER,2272950,HIGH SCHOOL,BOYERTOWN SR HIGH SCHOOL,
380075,19475,40.1722747,-75.6001576,ZIP,,,,772
380076,19457,40.2063784,-75.590117,ZIP,,,,12
380077,19460,40.1268267,-75.5304484,ZIP,,,,2367
380078,19453,40.1405684,-75.4979171,ZIP,,,,66
380079,19468,40.19286,-75.530548,TESTCENTER,2271713,HIGH SCHOOL,SPRING FORD HIGH SCHOOL,
380080,19468,40.19286,-75.530548,TESTCENTER,2272425,HIGH SCHOOL,POPE JOHN PAUL II HIGH SCHOOL,
380081,19468,40.2076383,-75.5320666,ZIP,,,,1568
380082,19464,40.2589278,-75.6158611,ZIP,,,,2960
380083,19545,40.341513,-75.624078,ZIP,,,,23
