COUNTY,LAT,LONG,POPULATION,STATE,STATE_ABBREVIATION,ID2
Queen Anne's,38.940139,-76.33578990000001,2851,Maryland,MD,24035
Queens,40.745115399999996,-73.95692840000001,139893,New York,NY,36081
Quitman,34.0990599,-90.3984911,549,Mississippi,MS,28119
Rabun,34.770857299999996,-83.4437242,1077,Georgia,GA,13241
Racine,42.6632161,-88.28034609999999,14016,Wisconsin,WI,55101
Radford (city),37.0961424,-80.56865479999999,2956,Virginia,VA,51750
Rains,32.8844228,-95.8696022,881,Texas,TX,48379
Raleigh,37.5901307,-81.2912598,4131,West Virginia,WV,54081
Ralls,39.4192072,-91.7011296,430,Missouri,MO,29173
Ramsey,44.966690299999996,-93.1950724,36090,Minnesota,MN,27123
Ramsey,48.1419467,-98.8716975,848,North Dakota,ND,38071
Randall,34.8977964,-102.1262273,8719,Texas,TX,48381
Randolph,33.1326768,-85.57026570000001,1696,Alabama,AL,01111
Randolph,36.3498226,-91.1693032,1140,Arkansas,AR,05121
Randolph,31.745736100000002,-84.62151490000001,95,Georgia,GA,13243
Randolph,37.9975787,-90.0003941,2128,Illinois,IL,17157
Randolph,40.0408417,-85.1925389,1888,Indiana,IN,18135
Randolph,39.287085499999996,-92.5338105,1786,Missouri,MO,29175
Randolph,35.63825870000001,-79.8508662,8204,North Carolina,NC,37151
Randolph,38.5314507,-80.03430870000001,1860,West Virginia,WV,54083
Rankin,32.1024314,-90.1358167,8303,Mississippi,MS,28121
Ransom,46.4347001,-97.91955959999999,331,North Dakota,ND,38073
Rapides,31.123274300000002,-92.8241046,9575,Louisiana,LA,22079
Rappahannock,38.6456898,-78.2869532,702,Virginia,VA,51157
Ravalli,45.7764448,-114.2955743,2594,Montana,MT,30081
Rawlins,39.807589,-101.34539079999999,135,Kansas,KS,20153
Ray,39.2245782,-94.1391265,1417,Missouri,MO,29177
Reagan,31.2687262,-101.54207840000001,254,Texas,TX,48383
Real,29.674700399999995,-100.0785879,247,Texas,TX,48137
Red Lake,47.8930242,-96.29449790000001,266,Minnesota,MN,27125
Red River,32.048755199999995,-93.31696600000001,616,Louisiana,LA,22081
Red River,33.4396584,-95.14037059999998,831,Texas,TX,48387
Red Willow,40.0467714,-100.4296743,807,Nebraska,NE,31145
Redwood,44.2462036,-95.4595917,1035,Minnesota,MN,27127
Reeves,31.004969300000003,-103.75906459999999,925,Texas,TX,48389
Refugio,28.1871183,-97.3822255,545,Texas,TX,48391
Reno,37.7994307,-98.4749999,4401,Kansas,KS,20151
Rensselaer,42.4835037,-73.74725450000001,12301,New York,NY,36083
Renville,44.7887025,-95.3460577,1040,Minnesota,MN,27129
Renville,48.7563217,-101.8136593,155,North Dakota,ND,38075
Republic,39.7753289,-97.7662995,254,Kansas,KS,20157
Reynolds,37.408644,-91.2368438,448,Missouri,MO,29203
Rhea,35.4297867,-85.2095188,2375,Tennessee,TN,47007
Rice,38.264697,-98.4235634,835,Kansas,KS,20159
Rice,44.2310182,-93.443659,6013,Minnesota,MN,27131
Rich,41.92378,-111.4123291,147,Utah,UT,49033
Richardson,40.1743569,-95.94533220000001,557,Nebraska,NE,31147
Richland,38.6777104,-88.22812459999999,1066,Illinois,IL,17159
Richland,32.2592656,-91.84865699999999,1479,Louisiana,LA,22083
Richland,47.489619299999994,-104.49709449999999,716,Montana,MT,30083
Richland,46.052505200000006,-97.1805402,1403,North Dakota,ND,38077
Richland,40.663723600000004,-82.6144396,8566,Ohio,OH,39139
Richland,34.046161600000005,-81.1065797,32445,South Carolina,SC,45079
Richland,43.2292617,-90.28491509999999,1060,Wisconsin,WI,55103
Richmond,33.279569,-82.1917912,19151,Georgia,GA,13033
Richmond,40.509183,-74.2377853,32929,New York,NY,36085
Richmond,34.9095965,-79.8219798,3387,North Carolina,NC,37153
Richmond,37.96530070000001,-76.7710674,499,Virginia,VA,51159
Richmond (city),37.577676200000006,-77.536969,16655,Virginia,VA,51760
Riley,39.3109967,-96.8215333,7001,Kansas,KS,20161
Ringgold,40.61745870000001,-94.3479437,270,Iowa,IA,19159
Rio Arriba,36.3966334,-106.99851740000001,3178,New Mexico,NM,35039
Rio Blanco,39.9402205,-108.6653685,471,Colorado,CO,08103
Rio Grande,37.5754063,-106.6038087,773,Colorado,CO,08105
Ripley,39.019440100000004,-85.2551127,2513,Indiana,IN,18137
Ripley,36.5540148,-91.0741637,964,Missouri,MO,29181
Ritchie,39.0584987,-81.182808,707,West Virginia,WV,54085
Riverside,33.547613399999996,-117.34404009999999,187318,California,CA,06065
Roane,35.8809184,-84.7200114,2860,Tennessee,TN,47035
Roane,38.6151989,-81.4079854,804,West Virginia,WV,54087
Roanoke,37.2140112,-80.2567738,4203,Virginia,VA,51121
Roanoke (city),37.22286,-79.91519100000001,5958,Virginia,VA,51161
Roberts,45.2610091,-97.19024959999999,768,South Dakota,SD,46051
Roberts,35.8307627,-100.76590490000001,42,Texas,TX,48393
Robertson,38.513826200000004,-84.0637574,165,Kentucky,KY,21201
Robertson,36.5718612,-87.10849870000001,4636,Tennessee,TN,47147
Robertson,30.743004499999998,-96.54843620000001,1177,Texas,TX,48395
Robeson,34.5769736,-79.26269549999999,11860,North Carolina,NC,37155
Rock,43.5345818,-96.38952459999999,598,Minnesota,MN,27133
Rock,42.4306689,-99.49354609999999,46,Nebraska,NE,31149
Rock,42.6256836,-89.23317220000001,11487,Wisconsin,WI,55105
Rock Island,41.392567,-90.954365,9815,Illinois,IL,17161
Rockbridge,37.6598752,-79.5622741,648,Virginia,VA,51163
Rockcastle,37.369175399999996,-84.4348724,1017,Kentucky,KY,21203
Rockdale,33.6125047,-84.0515228,6797,Georgia,GA,13247
Rockingham,42.86983920000001,-71.3878445,19808,New Hampshire,NH,33015
Rockingham,36.379051200000006,-79.9693874,5962,North Carolina,NC,37157
Rockingham,38.2260666,-78.824873,6360,Virginia,VA,51015
Rockland,41.1487916,-74.1625223,23478,New York,NY,36087
Rockwall,32.8571121,-96.43121040000001,5790,Texas,TX,48397
Roger Mills,35.4729824,-99.92016329999998,217,Oklahoma,OK,40129
Rogers,36.1580453,-95.5065493,5501,Oklahoma,OK,40131
Rolette,48.6535206,-99.87402759999999,1258,North Dakota,ND,38079
Rooks,39.202293100000006,-99.61678420000001,336,Kansas,KS,20065
Roosevelt,48.172932700000004,-105.69950320000001,968,Montana,MT,30085
Roosevelt,33.9157001,-103.87883240000001,1901,New Mexico,NM,35005
Roscommon,44.3122375,-84.78469799999999,1451,Michigan,MI,26143
Roseau,48.7537975,-96.239203,1153,Minnesota,MN,27135
Rosebud,45.2749271,-106.44018290000001,807,Montana,MT,30087
Ross,39.2070364,-83.2788311,4989,Ohio,OH,39141
Routt,40.200081,-106.96856480000001,1369,Colorado,CO,08107
Rowan,38.2047976,-83.4155328,2471,Kentucky,KY,21205
Rowan,35.544276,-80.6146458,8497,North Carolina,NC,37159
Runnels,31.5920141,-100.1925813,763,Texas,TX,48399
Rush,39.545463700000006,-85.6029076,1231,Indiana,IN,18139
Rush,38.6164923,-99.5235713,192,Kansas,KS,20165
Rusk,32.250339000000004,-94.93653499999999,2969,Texas,TX,48401
Rusk,45.449432200000004,-91.46075959999999,1009,Wisconsin,WI,55107
Russell,32.2744008,-85.4245033,5260,Alabama,AL,01113
Russell,38.9141338,-99.0491142,412,Kansas,KS,20051
Russell,36.91265739999999,-85.13806,1089,Kentucky,KY,21207
Russell,36.8614307,-82.2717544,1770,Virginia,VA,51167
Rutherford,35.4507537,-82.25365440000002,4229,North Carolina,NC,37161
Rutherford,35.7454656,-86.6377536,20293,Tennessee,TN,47149
Rutland,43.365955799999995,-73.228386,4327,Vermont,VT,50021
Sabine,31.4091712,-93.4346356,1565,Louisiana,LA,22085
Sabine,31.113663899999995,-94.02138509999999,792,Texas,TX,48241
Sac,42.326373700000005,-95.23530699999999,578,Iowa,IA,19161
Sacramento,38.1403656,-121.58978300000001,105610,California,CA,06067
Sagadahoc,43.770817,-69.8191765,2048,Maine,ME,23023
Saginaw,43.2509912,-84.29804190000002,15287,Michigan,MI,26145
Saguache,38.1017075,-106.34588980000001,442,Colorado,CO,08109
Salem,39.6191307,-75.5160963,4436,New Jersey,NJ,34033
Salem (city),37.3025065,-80.1143247,2892,Virginia,VA,51161
Saline,34.41780429999999,-92.64749909999999,3068,Arkansas,AR,05125
Saline,37.618725399999995,-88.6603511,1861,Illinois,IL,17165
Saline,38.7820251,-97.9079875,3906,Kansas,KS,20169
Saline,38.9945189,-93.3813848,1908,Missouri,MO,29195
Saline,40.4165473,-97.3257946,1364,Nebraska,NE,31151
Salt Lake,40.6014729,-112.1172187,72652,Utah,UT,49035
Saluda,33.789286499999996,-81.67271540000002,1154,South Carolina,SC,45003
Sampson,34.811462,-78.4274145,3682,North Carolina,NC,37163
San Augustine,31.245162,-94.17551359999999,499,Texas,TX,48405
San Benito,36.5257034,-120.95212240000002,4444,California,CA,06069
San Bernardino,33.963722600000004,-117.7385955,177227,California,CA,06071
San Diego,33.3877228,-117.44475790000001,223733,California,CA,06073
San Francisco,37.722219700000004,-122.48407659999998,34549,California,CA,06075
San Jacinto,30.6339631,-95.1619119,1195,Texas,TX,48407
San Joaquin,37.673943900000005,-121.51722749999999,58282,California,CA,06077
San Juan,37.765268799999994,-107.5862466,17,Colorado,CO,08111
San Juan,36.141419799999994,-108.69833929999999,9920,New Mexico,NM,35045
San Juan,37.127173299999995,-110.3512686,1321,Utah,UT,49037
San Juan,48.5712927,-123.1134486,746,Washington,WA,53055
San Luis Obispo,35.0443956,-120.6201989,21700,California,CA,06079
San Mateo,37.5269018,-122.51216380000001,42315,California,CA,06081
San Miguel,37.920163099999996,-108.7267872,278,Colorado,CO,08113
San Miguel,35.4168304,-105.68447520000001,2439,New Mexico,NM,35047
San Patricio,28.103444500000002,-97.80818359999999,5464,Texas,TX,48409
San Saba,31.2891229,-98.9954733,383,Texas,TX,48411
Sanborn,43.9028719,-98.18262170000001,160,South Dakota,SD,46111
Sanders,48.058226700000006,-115.9742578,735,Montana,MT,30089
Sandoval,35.632313399999994,-107.0196186,9473,New Mexico,NM,35043
Sandusky,41.460368599999995,-83.3645499,3639,Ohio,OH,39143
Sangamon,39.5336704,-89.7618484,13069,Illinois,IL,17167
Sanilac,43.216869700000004,-82.9851152,3029,Michigan,MI,26151
Sanpete,39.0509645,-111.82624679999999,3608,Utah,UT,49039
Santa Barbara,34.9198944,-120.60496909999999,38016,California,CA,06083
Santa Clara,37.3747068,-122.18169850000001,113772,California,CA,06085
Santa Cruz,31.686278700000003,-111.1606312,4353,Arizona,AZ,04023
Santa Cruz,37.1143346,-122.2371618,22664,California,CA,06087
Santa Fe,35.076688700000005,-106.1825365,8227,New Mexico,NM,35049
Santa Rosa,30.3470609,-87.1131847,10620,Florida,FL,12033
Sarasota,26.982666,-82.3541997,18070,Florida,FL,12115
Saratoga,42.827793,-73.8481638,14000,New York,NY,36091
Sargent,46.0433612,-97.85147090000001,285,North Dakota,ND,38081
Sarpy,41.105185,-96.2583143,10905,Nebraska,NE,31153
Sauk,43.1937388,-90.086262,3857,Wisconsin,WI,55111
Saunders,41.068900899999996,-96.8394661,1422,Nebraska,NE,31155
Sawyer,45.8360418,-91.49351309999999,1002,Wisconsin,WI,55113
Schenectady,42.75754370000001,-74.19086740000002,12173,New York,NY,36093
Schleicher,30.883194399999997,-100.5956829,239,Texas,TX,48413
Schley,32.263441,-84.3227238,398,Georgia,GA,13249
Schoharie,42.4533706,-74.4639128,2646,New York,NY,36095
Schoolcraft,45.9619859,-86.4583057,538,Michigan,MI,26153
Schuyler,40.168894,-90.8311006,435,Illinois,IL,17169
Schuyler,40.41956079999999,-92.54086269999999,281,Missouri,MO,29197
Schuyler,42.3007274,-77.00524920000001,1082,New York,NY,36097
Schuylkill,40.518690899999996,-76.64454350000001,8711,Pennsylvania,PA,42043
Scioto,38.6514302,-83.1906754,5708,Ohio,OH,39145
Scotland,40.3045516,-92.06594100000001,328,Missouri,MO,29199
Scotland,34.7573616,-79.5648752,2632,North Carolina,NC,37165
Scott,34.903819,-94.137036,930,Arkansas,AR,05127
Scott,39.6227804,-90.4771178,319,Illinois,IL,17171
Scott,38.6852014,-85.8440559,1827,Indiana,IN,18143
Scott,41.4963252,-90.7803776,11067,Iowa,IA,19163
Scott,38.5114851,-100.8883443,293,Kansas,KS,20171
Scott,38.2453799,-84.5502413,3468,Kentucky,KY,21209
Scott,44.6025652,-93.77264090000001,7973,Minnesota,MN,27139
Scott,32.2962414,-89.6569516,2220,Mississippi,MS,28123
Scott,36.984534100000005,-89.69155040000001,2938,Missouri,MO,29201
Scott,36.3270388,-84.6063644,1467,Tennessee,TN,47151
Scott,36.6571669,-82.59948759999999,1306,Virginia,VA,51169
Scotts Bluff,41.803985600000004,-103.9735483,2619,Nebraska,NE,31157
Screven,32.6909784,-81.8022821,1265,Georgia,GA,13251
Scurry,32.8795109,-101.24678440000001,1231,Texas,TX,48033
Searcy,35.780294,-92.84353109999999,500,Arkansas,AR,05129
Sebastian,35.0041185,-94.3778188,8599,Arkansas,AR,05131
Sedgwick,40.8670576,-102.5472757,132,Colorado,CO,08115
Sedgwick,37.642374600000004,-97.7849587,34780,Kansas,KS,20173
Seminole,28.662553499999998,-81.4117021,28375,Florida,FL,12117
Seminole,34.9783911,-96.7355188,1772,Oklahoma,OK,40133
Seneca,42.5919198,-76.8314278,2200,New York,NY,36099
Seneca,41.045626399999996,-83.4194177,4785,Ohio,OH,39147
Sequatchie,35.437647399999996,-85.41520909999998,769,Tennessee,TN,47153
Sequoyah,35.5766165,-95.09383759999999,3112,Oklahoma,OK,40135
Sevier,33.902882299999995,-94.285269,1332,Arkansas,AR,05133
Sevier,35.851094200000006,-83.7348533,5929,Tennessee,TN,47155
Sevier,38.5763484,-112.3170729,1622,Utah,UT,49041
Seward,37.0977191,-100.9132485,1975,Kansas,KS,20175
Seward,40.7837008,-97.2713373,1532,Nebraska,NE,31159
Shackelford,32.5560038,-99.16473559999999,236,Texas,TX,48417
Shannon,36.931336,-91.5011015,504,Missouri,MO,29203
Shannon,43.1832105,-102.8379488,1522,South Dakota,SD,46113
Sharkey,32.7743441,-90.9392771,392,Mississippi,MS,28125
Sharp,36.027133299999996,-91.71392440000001,1246,Arkansas,AR,05065
Shasta,40.3915424,-122.93788300000001,12952,California,CA,06089
Shawano,44.789831400000004,-89.1764047,2423,Wisconsin,WI,55115
Shawnee,39.1631869,-95.94749540000001,11734,Kansas,KS,20177
Sheboygan,43.6595836,-88.09138850000001,7636,Wisconsin,WI,55117
Shelby,33.2600811,-86.9114743,12227,Alabama,AL,01117
Shelby,39.2662667,-89.107186,1472,Illinois,IL,17173
Shelby,39.551780799999996,-85.92648,2892,Indiana,IN,18145
Shelby,41.642949200000004,-95.52442940000002,682,Iowa,IA,19165
Shelby,38.15341779999999,-85.3549845,2586,Kentucky,KY,21211
Shelby,39.6689094,-92.1502597,461,Missouri,MO,29205
Shelby,40.239309399999996,-84.40006690000001,3404,Ohio,OH,39149
Shelby,35.0378861,-90.15424229999999,72409,Tennessee,TN,47157
Shelby,31.8971375,-94.413785,1886,Texas,TX,48419
Shenandoah,38.655840999999995,-78.6618561,2698,Virginia,VA,51171
Sherburne,45.4752661,-93.9438564,6094,Minnesota,MN,27141
Sheridan,39.552908200000005,-100.6172494,104,Kansas,KS,20179
Sheridan,48.5847,-104.6912837,187,Montana,MT,30091
Sheridan,42.028806,-102.42186140000001,313,Nebraska,NE,31161
Sheridan,47.4919846,-100.4734017,56,North Dakota,ND,38083
Sheridan,44.783122999999996,-107.4869423,1900,Wyoming,WY,56033
Sherman,39.4027349,-101.99465909999999,385,Kansas,KS,20181
Sherman,41.16130089999999,-99.1246262,171,Nebraska,NE,31163
Sherman,45.2870939,-120.8022773,93,Oregon,OR,41055
Sherman,36.2768811,-101.9967247,196,Texas,TX,48421
Shiawassee,42.887696000000005,-84.3537028,5589,Michigan,MI,26155
Shoshone,47.454339000000004,-116.2340949,805,Idaho,ID,16079
Sibley,44.5310904,-94.5531375,851,Minnesota,MN,27143
Sierra,39.605383200000006,-120.81101299999999,153,California,CA,06091
Sierra,32.812478399999996,-107.57838290000001,541,New Mexico,NM,35051
Silver Bow,45.7994403,-112.83092930000001,2432,Montana,MT,30093
Simpson,36.7245354,-86.56448329999999,1053,Kentucky,KY,21213
Simpson,31.941843699999996,-90.120075,2191,Mississippi,MS,28127
Sioux,42.9603131,-96.3222315,3008,Iowa,IA,19167
Sioux,42.625226899999994,-103.7929793,27,Nebraska,NE,31165
Sioux,46.0873866,-101.0453562,412,North Dakota,ND,38085
Siskiyou,41.6879054,-123.4832686,2835,California,CA,06093
Skagit,48.4060245,-122.51214740000002,8098,Washington,WA,53057
Skamania,45.8658903,-122.0652182,506,Washington,WA,53059
Slope,46.3308982,-103.9447853,16,North Dakota,ND,38087
Smith,39.844098200000005,-99.0165586,222,Kansas,KS,20183
Smith,31.8964412,-89.5382537,953,Mississippi,MS,28129
Smith,36.1561579,-86.0066245,1188,Tennessee,TN,47159
Smith,32.4131067,-95.4433482,16231,Texas,TX,48423
Smyth,36.91141470000001,-81.6897895,2092,Virginia,VA,51173
Snohomish,47.802343799999996,-122.37419340000001,47556,Washington,WA,53061
Snyder,40.7248691,-77.3525556,3312,Pennsylvania,PA,42109
Socorro,33.8773402,-107.6562113,1444,New Mexico,NM,35053
Solano,38.08972979999999,-122.27739440000002,30386,California,CA,06095
Somerset,45.8696054,-70.26605500000001,3321,Maine,ME,23025
Somerset,37.9807744,-76.036546,2489,Maryland,MD,24039
Somerset,40.5299334,-74.74231359999999,19141,New Jersey,NJ,34035
Somerset,39.7485805,-79.3468915,4585,Pennsylvania,PA,42111
Somervell,32.2084834,-97.79524649999999,675,Texas,TX,48425
Sonoma,38.743039399999994,-123.4764179,33309,California,CA,06097
Southampton,36.6800321,-77.3265251,846,Virginia,VA,51175
Spalding,33.288801,-84.2799227,4280,Georgia,GA,13255
Spartanburg,34.9055515,-82.1244143,20633,South Carolina,SC,45083
Spencer,37.9394677,-87.1824525,1529,Indiana,IN,18147
Spencer,38.042957,-85.3787796,1150,Kentucky,KY,21215
Spink,44.70616679999999,-98.6152488,512,South Dakota,SD,46115
Spokane,47.6938406,-117.83100630000001,35578,Washington,WA,53043
Spotsylvania,38.0731242,-77.6960932,7911,Virginia,VA,51177
St. Bernard,29.836707,-89.7374405,2555,Louisiana,LA,22087
St. Charles,29.819197499999998,-90.43970970000001,3900,Louisiana,LA,22089
St. Charles,38.5968676,-90.8940286,22270,Missouri,MO,29183
St. Clair,33.5020192,-86.3379254,4974,Alabama,AL,01115
St. Clair,38.5018574,-90.1765566,19364,Illinois,IL,17163
St. Clair,42.9350431,-82.91649340000001,11891,Michigan,MI,26147
St. Clair,38.1532099,-94.0066375,507,Missouri,MO,29185
St. Croix,45.0680398,-92.7493686,4964,Wisconsin,WI,55109
St. Francis,34.9655982,-91.1006064,1923,Arkansas,AR,05123
St. Francois,37.712286,-90.51834620000001,4359,Missouri,MO,29187
St. Helena,30.700688899999996,-90.7648877,472,Louisiana,LA,22091
St. James,30.0361992,-90.8653997,1764,Louisiana,LA,22093
St. John the Baptist,30.061668,-90.6496136,3622,Louisiana,LA,22095
St. Johns,29.6775581,-81.4213316,12578,Florida,FL,12109
St. Joseph,41.481950700000006,-86.4866287,21697,Indiana,IN,18141
St. Joseph,41.7932622,-85.6717518,4381,Michigan,MI,26149
St. Landry,30.4632555,-92.420164,6480,Louisiana,LA,22001
St. Lawrence,44.4460823,-75.674198,9904,New York,NY,36089
St. Louis,46.9556412,-92.9408449,14636,Minnesota,MN,27137
St. Louis,38.48753,-90.6201185,72658,Missouri,MO,29189
St. Louis (city),38.5846007,-90.2944324,21985,Missouri,MO,29510
St. Lucie,27.2439743,-80.38231999999999,17560,Florida,FL,12111
St. Martin,30.0801748,-91.8973823,3478,Louisiana,LA,22099
St. Mary,29.8055512,-91.49835279999999,4067,Louisiana,LA,22101
St. Mary's,38.2312414,-76.77113829999999,8214,Maryland,MD,24037
St. Tammany,30.4226234,-90.205827,15928,Louisiana,LA,22103
Stafford,37.9346015,-98.95846209999999,260,Kansas,KS,20185
Stafford,38.399766899999996,-77.54730970000001,10729,Virginia,VA,51179
Stanislaus,37.325954700000004,-121.19338290000002,43057,California,CA,06099
Stanley,44.40031,-100.62822059999999,197,South Dakota,SD,46117
Stanly,35.207493799999995,-80.4285168,4311,North Carolina,NC,37167
Stanton,37.5685968,-101.9131105,171,Kansas,KS,20187
Stanton,41.95584829999999,-97.19911259999999,204,Nebraska,NE,31167
Stark,41.0950421,-89.9751325,675,Illinois,IL,17175
Stark,46.894005,-103.2632849,1728,North Dakota,ND,38007
Stark,40.645210299999995,-81.6591322,26397,Ohio,OH,39075
Starke,41.2045017,-86.89733220000001,1592,Indiana,IN,18149
Starr,26.5233441,-99.11114599999999,5714,Texas,TX,48427
Staunton (city),38.134387200000006,-79.0855636,2286,Virginia,VA,51790
Ste. Genevieve,38.0528583,-90.2674043,1127,Missouri,MO,29186
Stearns,45.488301,-95.16265920000001,13836,Minnesota,MN,27121
Steele,43.885775200000005,-93.2909946,2514,Minnesota,MN,27147
Steele,47.231350899999995,-97.92939390000001,106,North Dakota,ND,38003
Stephens,34.552418599999996,-83.3259293,2120,Georgia,GA,13257
Stephens,34.350658,-97.9447253,4539,Oklahoma,OK,40137
Stephens,32.8012132,-98.88697990000001,625,Texas,TX,48429
Stephenson,42.3187877,-89.9150912,3348,Illinois,IL,17177
Sterling,31.802748200000003,-101.0556248,69,Texas,TX,48431
Steuben,41.565687,-85.1579781,2800,Indiana,IN,18151
Steuben,42.057790399999995,-77.6803073,6841,New York,NY,36101
Stevens,37.1586473,-101.3434725,447,Kansas,KS,20189
Stevens,45.548133299999996,-96.1928632,987,Minnesota,MN,27149
Stevens,47.8984701,-118.0036793,2605,Washington,WA,53065
Stewart,32.116128100000005,-84.9634488,377,Georgia,GA,13259
Stewart,36.4443434,-87.8766571,990,Tennessee,TN,47161
Stillwater,45.266326899999996,-109.8900824,619,Montana,MT,30095
Stoddard,36.6659459,-89.9988308,2086,Missouri,MO,29207
Stokes,36.337245700000004,-80.4519109,3074,North Carolina,NC,37171
Stone,35.7860513,-92.32101109999999,619,Arkansas,AR,05137
Stone,30.702515999999996,-89.1548832,1887,Mississippi,MS,28131
Stone,36.550847600000004,-93.46185729999999,1659,Missouri,MO,29209
Stonewall,33.1830644,-100.24513329999999,81,Texas,TX,48433
Storey,39.2964816,-119.65871329999999,49,Nevada,NV,32029
Story,41.8575275,-93.6526192,9746,Iowa,IA,19153
Strafford,43.275308200000005,-71.1700041,10390,New Hampshire,NH,33017
Stutsman,46.646055,-99.407364,1380,North Dakota,ND,38093
Sublette,42.5318554,-110.25786809999998,583,Wyoming,WY,56035
Suffolk,42.255083299999995,-71.1292203,55429,Massachusetts,MA,25025
Suffolk,40.682453499999994,-73.4143813,106347,New York,NY,36103
Suffolk (city),36.6271154,-76.80319709999999,5907,Virginia,VA,51800
Sullivan,39.073459,-87.570355,1490,Indiana,IN,18153
Sullivan,40.385743299999994,-93.3312686,456,Missouri,MO,29171
Sullivan,43.246634,-72.3839312,2522,New Hampshire,NH,33019
Sullivan,41.591552899999996,-74.9955559,5472,New York,NY,36105
Sullivan,41.4616958,-76.7178164,331,Pennsylvania,PA,42113
Sullivan,36.5268599,-82.5719678,9913,Tennessee,TN,47163
Sully,44.852798,-100.1936578,75,South Dakota,SD,46119
Summers,37.5109418,-80.9134822,665,West Virginia,WV,54089
Summit,39.5563932,-106.17024479999999,1205,Colorado,CO,08117
Summit,41.0208878,-81.6286516,39677,Ohio,OH,39153
Summit,40.6523461,-111.5019283,2612,Utah,UT,49043
Sumner,37.0769318,-97.626852,2116,Kansas,KS,20191
Sumner,36.3399686,-86.6079217,10057,Tennessee,TN,47165
Sumter,32.4263843,-88.3467043,1288,Alabama,AL,01119
Sumter,28.5455315,-82.08053170000001,2600,Florida,FL,12119
Sumter,31.976312300000004,-84.0888387,2867,Georgia,GA,13261
Sumter,33.84844879999999,-80.54076690000001,8073,South Carolina,SC,45085
Sunflower,33.3473386,-90.5762836,2190,Mississippi,MS,28133
Surry,36.2756505,-80.9146243,5276,North Carolina,NC,37193
Surry,37.180741,-76.977829,468,Virginia,VA,51181
Susquehanna,41.8067237,-76.0961649,2792,Pennsylvania,PA,42115
Sussex,38.4775616,-75.5649307,11844,Delaware,DE,10005
Sussex,40.923063,-74.73579000000001,11110,New Jersey,NJ,34037
Sussex,36.81660170000001,-77.481624,815,Virginia,VA,51081
Sutter,39.0609213,-121.8271551,7321,California,CA,06101
Sutton,30.441414,-100.5606199,326,Texas,TX,48435
Suwannee,30.137456800000002,-82.9783382,2667,Florida,FL,12121
Swain,35.373495,-83.49598950000001,1226,North Carolina,NC,37173
Sweet Grass,45.4657978,-110.14552069999999,228,Montana,MT,30097
Sweetwater,41.099639399999994,-109.88882269999999,2933,Wyoming,WY,56037
Swift,45.246718900000005,-96.00477,686,Minnesota,MN,27151
Swisher,34.361818799999995,-101.7428975,542,Texas,TX,48437
Switzerland,38.7903654,-85.0909928,632,Indiana,IN,18155
Talbot,32.5193383,-84.59475520000001,514,Georgia,GA,13197
Talbot,38.773206099999996,-76.3531885,2121,Maryland,MD,24041
Taliaferro,33.559319,-82.87527209999999,112,Georgia,GA,13265
Talladega,33.081343100000005,-86.3922113,5457,Alabama,AL,01037
Tallahatchie,33.7330582,-90.2000447,992,Mississippi,MS,28135
Tallapoosa,32.916718800000005,-85.940589,2410,Alabama,AL,01123
Tama,41.9279439,-92.5870914,1304,Iowa,IA,19171
Taney,36.5109586,-93.27415859999999,3512,Missouri,MO,29213
Tangipahoa,30.362846100000002,-90.3585938,10625,Louisiana,LA,22105
Taos,36.237098100000004,-106.0090738,1929,New Mexico,NM,35039
Tarrant,32.7875407,-97.5237895,126940,Texas,TX,48439
Tate,34.5906684,-89.9178183,2407,Mississippi,MS,28137
Tattnall,31.922904499999998,-81.9624458,1662,Georgia,GA,13267
Taylor,29.680069899999996,-83.38664870000001,1231,Florida,FL,12123
Taylor,32.4886512,-84.41039559999999,816,Georgia,GA,13269
Taylor,40.7476852,-94.8744485,405,Iowa,IA,19173
Taylor,37.385228399999995,-85.3730807,1930,Kentucky,KY,21217
Taylor,32.473616,-100.03254940000001,10561,Texas,TX,48441
Taylor,39.2668825,-80.1735978,827,West Virginia,WV,54091
Taylor,45.0859856,-90.74723890000001,1193,Wisconsin,WI,55119
Tazewell,40.4144406,-89.66607900000001,8757,Illinois,IL,17179
Tazewell,37.009601,-81.80779090000001,2737,Virginia,VA,51167
Tehama,39.884652100000004,-122.58651259999999,4094,California,CA,06103
Telfair,31.9756655,-83.0635073,1039,Georgia,GA,13271
Teller,38.7058094,-105.08827790000001,1474,Colorado,CO,08119
Tensas,31.8737184,-91.48734499999999,326,Louisiana,LA,22107
Terrebonne,29.358143,-90.7001183,8618,Louisiana,LA,22109
Terrell,30.2613018,-102.3010735,60,Texas,TX,48443
Terry,33.058133000000005,-102.4746773,838,Texas,TX,48445
Teton,43.6140419,-111.1838809,596,Idaho,ID,16081
Teton,47.813941,-112.4738128,413,Montana,MT,30099
Teton,43.4486227,-110.9668908,918,Wyoming,WY,56039
Texas,37.1444221,-92.0928699,1632,Missouri,MO,29215
Texas,36.5811358,-101.9154556,1654,Oklahoma,OK,40139
Thayer,40.271368100000004,-97.7935045,322,Nebraska,NE,31169
Thomas,30.7707983,-84.0437041,3351,Georgia,GA,13275
Thomas,39.4247204,-101.3437832,734,Kansas,KS,20193
Thomas,41.9139384,-100.30487099999999,47,Nebraska,NE,31171
Throckmorton,33.1952021,-99.26802420000001,107,Texas,TX,48447
